# Formato: id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
4164;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-12 10:00;8.5
4165;Ran;Action;Akira Kurosawa;1985;162;0;2023-04-11 17:00;6.5
4166;The Last Samurai;Action;Edward Zwick;2003;154;12;2023-04-11 13:30;8.5
4167;Saving Private Ryan;Drama;Steven Spielberg;1998;169;16;2023-04-11 10:00;7.5
4168;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;2023-04-10 18:00;9.0
4169;Boogie Nights;Drama;Paul Thomas Anderson;1997;155;16;2023-04-10 14:30;7.5
4170;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-10 10:30;7.0
4171;Ran;Action;Akira Kurosawa;1985;162;0;2023-04-09 21:00;9.5
4172;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-09 17:00;8.5
4173;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2023-04-09 14:00;7.5
4174;Hera Pheri;Action;Priyadarshan;2000;156;0;2023-04-09 10:30;8.0
4175;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2023-04-08 19:00;10.0
4176;Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni;Animation;Hideaki Anno;1997;87;12;2023-04-08 16:30;6.5
4177;Empire of the Sun;Action;Steven Spielberg;1987;153;0;2023-04-08 13:00;7.0
4178;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2023-04-08 10:00;6.5
4179;La Strada;Drama;Federico Fellini;1954;108;12;2023-04-07 13:30;7.0
4180;The Elephant Man;Biography;David Lynch;1980;124;12;2023-04-07 10:30;8.5
4181;Shine;Biography;Scott Hicks;1996;105;0;2023-04-06 13:30;7.0
4182;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2023-04-06 10:30;8.5
4183;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-04-05 14:30;6.5
4184;Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni;Animation;Hideaki Anno;1997;87;12;2023-04-05 12:30;7.0
4185;King Kong;Adventure;Merian C. Cooper;1933;100;12;2023-04-05 10:00;7.0
4186;A Hard Day's Night;Comedy;Richard Lester;1964;87;0;2023-04-04 10:00;8.0
4187;The Last Samurai;Action;Edward Zwick;2003;154;12;2023-04-03 16:00;7.5
4188;King Kong;Adventure;Merian C. Cooper;1933;100;12;2023-04-03 13:30;8.5
4189;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;2023-04-03 10:30;8.0
4190;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;2023-04-02 16:00;8.0
4191;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;2023-04-02 13:00;8.0
4192;Deliverance;Adventure;John Boorman;1972;109;0;2023-04-02 10:30;7.0
4193;King Kong;Adventure;Merian C. Cooper;1933;100;12;2023-04-01 19:30;10.0
4194;Empire of the Sun;Action;Steven Spielberg;1987;153;0;2023-04-01 16:00;7.5
4195;King Kong;Adventure;Merian C. Cooper;1933;100;12;2023-04-01 13:30;8.5
4196;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2023-04-01 10:30;6.5
4197;Star Trek II: The Wrath of Khan;Action;Nicholas Meyer;1982;113;0;2023-03-31 17:00;6.5
4198;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;2023-03-31 14:30;7.5
4199;Saving Private Ryan;Drama;Steven Spielberg;1998;169;16;2023-03-31 10:30;6.5
4200;Mystic River;Crime;Clint Eastwood;2003;138;12;2023-03-30 13:30;7.0
4201;The Elephant Man;Biography;David Lynch;1980;124;12;2023-03-30 10:30;7.0
4202;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-03-29 12:30;8.0
4203;Down by Law;Comedy;Jim Jarmusch;1986;107;16;2023-03-29 10:00;7.5
4204;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;2023-03-28 13:30;7.0
4205;The Elephant Man;Biography;David Lynch;1980;124;12;2023-03-28 10:30;8.0
4206;The Philadelphia Story;Comedy;George Cukor;1940;112;12;2023-03-27 15:30;6.5
4207;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2023-03-27 13:00;6.5
4208;12 Angry Men;Crime;Sidney Lumet;1957;96;0;2023-03-27 10:30;8.5
4209;La Strada;Drama;Federico Fellini;1954;108;12;2023-03-26 20:30;9.5
4210;Ran;Action;Akira Kurosawa;1985;162;0;2023-03-26 17:00;7.5
4211;Saving Private Ryan;Drama;Steven Spielberg;1998;169;16;2023-03-26 13:30;8.0
4212;Amadeus;Biography;Milos Forman;1984;160;16;2023-03-26 10:00;6.5
4213;Empire of the Sun;Action;Steven Spielberg;1987;153;0;2023-03-25 18:30;10.0
4214;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2023-03-25 15:30;7.5
4215;The Thing;Horror;John Carpenter;1982;109;12;2023-03-25 13:00;7.5
4216;Halloween;Horror;John Carpenter;1978;91;12;2023-03-25 10:30;6.5
4217;Jules et Jim;Drama;François Truffaut;1962;105;12;2023-03-24 14:30;6.5
4218;The Green Mile;Crime;Frank Darabont;1999;189;12;2023-03-24 10:30;7.5
4219;Airplane!;Comedy;Jim Abrahams;1980;88;0;2023-03-23 10:30;8.0
4220;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-03-22 16:00;7.0
4221;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2023-03-22 13:00;8.5
4222;The Elephant Man;Biography;David Lynch;1980;124;12;2023-03-22 10:00;8.0
4223;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2023-03-21 15:30;6.5
4224;Deliverance;Adventure;John Boorman;1972;109;0;2023-03-21 13:00;7.5
4225;12 Angry Men;Crime;Sidney Lumet;1957;96;0;2023-03-21 10:30;8.5
4226;My Fair Lady;Drama;George Cukor;1964;170;0;2023-03-20 13:00;6.5
4227;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-03-20 10:00;8.5
4228;Hera Pheri;Action;Priyadarshan;2000;156;0;2023-03-19 17:30;7.5
4229;The Philadelphia Story;Comedy;George Cukor;1940;112;12;2023-03-19 14:30;6.5
4230;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-03-19 10:30;6.5
4231;Jules et Jim;Drama;François Truffaut;1962;105;12;2023-03-18 17:30;7.5
4232;Amadeus;Biography;Milos Forman;1984;160;16;2023-03-18 14:00;6.5
4233;Saving Private Ryan;Drama;Steven Spielberg;1998;169;16;2023-03-18 10:30;7.0
4234;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2023-03-17 16:00;6.5
4235;Casino;Crime;Martin Scorsese;1995;178;12;2023-03-17 12:00;7.5
4236;The Circus;Comedy;Charles Chaplin;1928;72;12;2023-03-17 10:00;6.5
4237;L.A. Confidential;Crime;Curtis Hanson;1997;138;12;2023-03-16 15:30;8.0
4238;A Hard Day's Night;Comedy;Richard Lester;1964;87;0;2023-03-16 13:00;7.5
4239;La Strada;Drama;Federico Fellini;1954;108;12;2023-03-16 10:30;6.5
4240;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;2023-03-15 13:00;7.5
4241;American Psycho;Comedy;Mary Harron;2000;101;12;2023-03-15 10:30;8.0
4242;The Green Mile;Crime;Frank Darabont;1999;189;12;2023-03-14 10:30;8.0
4243;Mystic River;Crime;Clint Eastwood;2003;138;12;2023-03-13 14:00;8.5
4244;Hera Pheri;Action;Priyadarshan;2000;156;0;2023-03-13 10:30;7.0
4245;It's a Wonderful Life;Drama;Frank Capra;1946;130;6;2023-03-12 16:00;7.0
4246;La montaña sagrada;Adventure;Alejandro Jodorowsky;1973;114;16;2023-03-12 13:30;8.0
4247;Mystic River;Crime;Clint Eastwood;2003;138;12;2023-03-12 10:30;6.5
4248;Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni;Animation;Hideaki Anno;1997;87;12;2023-03-11 20:30;9.5
4249;Hera Pheri;Action;Priyadarshan;2000;156;0;2023-03-11 17:00;7.5
4250;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2023-03-11 14:00;8.5
4251;Ran;Action;Akira Kurosawa;1985;162;0;2023-03-11 10:30;7.5
4252;Laura;Drama;Otto Preminger;1944;88;12;2023-03-10 10:00;7.0
4253;Ran;Action;Akira Kurosawa;1985;162;0;2023-03-09 16:00;8.5
4254;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-03-09 12:30;6.5
4255;Shrek;Animation;Andrew Adamson;2001;90;0;2023-03-09 10:00;8.0
4256;The Green Mile;Crime;Frank Darabont;1999;189;12;2023-03-08 10:00;7.5
4257;Amores perros;Drama;Alejandro G. Iñárritu;2000;154;12;2023-03-07 16:30;8.0
4258;Ran;Action;Akira Kurosawa;1985;162;0;2023-03-07 13:00;7.0
4259;Mystic River;Crime;Clint Eastwood;2003;138;12;2023-03-07 10:00;7.0
4260;The Thing;Horror;John Carpenter;1982;109;12;2023-03-06 16:00;7.5
4261;My Fair Lady;Drama;George Cukor;1964;170;0;2023-03-06 12:30;8.0
4262;American Psycho;Comedy;Mary Harron;2000;101;12;2023-03-06 10:00;6.5
4263;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-03-05 15:00;7.5
4264;The Elephant Man;Biography;David Lynch;1980;124;12;2023-03-05 12:00;7.5
4265;Persona;Drama;Ingmar Bergman;1966;85;12;2023-03-05 10:00;8.5
4266;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2023-03-04 16:00;7.5
4267;The Wild Bunch;Action;Sam Peckinpah;1969;145;12;2023-03-04 12:30;6.5
4268;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2023-03-04 10:00;8.0
4269;My Fair Lady;Drama;George Cukor;1964;170;0;2023-03-03 10:30;7.5
4270;Planet of the Apes;Adventure;Franklin J. Schaffner;1968;112;0;2023-03-02 16:30;7.0
4271;Blue Velvet;Drama;David Lynch;1986;120;12;2023-03-02 13:30;8.0
4272;Interstate 60: Episodes of the Road;Adventure;Bob Gale;2002;116;16;2023-03-02 10:30;8.5
4273;The Elephant Man;Biography;David Lynch;1980;124;12;2023-03-01 16:30;6.5
4274;Mimi wo sumaseba;Animation;Yoshifumi Kondô;1995;111;0;2023-03-01 13:30;8.0
4275;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;2023-03-01 10:30;6.5
4276;Deliverance;Adventure;John Boorman;1972;109;0;2023-02-28 10:00;7.0
4277;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-02-27 10:00;6.5
4278;The Thing;Horror;John Carpenter;1982;109;12;2023-02-26 18:00;8.5
4279;The Thing;Horror;John Carpenter;1982;109;12;2023-02-26 15:00;8.5
4280;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-26 12:30;7.0
4281;The Circus;Comedy;Charles Chaplin;1928;72;12;2023-02-26 10:30;8.0
4282;Shrek;Animation;Andrew Adamson;2001;90;0;2023-02-25 16:00;6.5
4283;The Naked Gun: From the Files of Police Squad!;Comedy;David Zucker;1988;85;0;2023-02-25 13:30;7.0
4284;My Fair Lady;Drama;George Cukor;1964;170;0;2023-02-25 10:00;8.5
4285;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-02-24 10:00;7.0
4286;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-23 13:00;7.0
4287;Shrek;Animation;Andrew Adamson;2001;90;0;2023-02-23 10:30;6.5
4288;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-22 13:00;6.5
4289;Catch Me If You Can;Biography;Steven Spielberg;2002;141;12;2023-02-22 10:00;7.0
4290;Doctor Zhivago;Drama;David Lean;1965;197;12;2023-02-21 10:30;8.0
4291;Witness for the Prosecution;Crime;Billy Wilder;1957;116;0;2023-02-20 10:00;7.5
4292;The Wild Bunch;Action;Sam Peckinpah;1969;145;12;2023-02-19 19:30;8.5
4293;The Green Mile;Crime;Frank Darabont;1999;189;12;2023-02-19 15:30;6.5
4294;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;2023-02-19 12:30;8.5
4295;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-19 10:00;7.5
4296;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-02-18 18:30;9.5
4297;Enemy at the Gates;Drama;Jean-Jacques Annaud;2001;131;12;2023-02-18 15:30;7.5
4298;Jules et Jim;Drama;François Truffaut;1962;105;12;2023-02-18 13:00;7.5
4299;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-18 10:30;7.0
4300;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-02-17 12:30;7.0
4301;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-17 10:00;7.0
4302;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-02-16 13:00;8.0
4303;American Psycho;Comedy;Mary Harron;2000;101;12;2023-02-16 10:30;8.0
4304;Amadeus;Biography;Milos Forman;1984;160;16;2023-02-15 13:30;7.0
4305;Happiness;Comedy;Todd Solondz;1998;134;12;2023-02-15 10:30;7.0
4306;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;2023-02-14 16:30;7.5
4307;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-02-14 13:00;7.5
4308;Mimi wo sumaseba;Animation;Yoshifumi Kondô;1995;111;0;2023-02-14 10:30;7.5
4309;On Golden Pond;Drama;Mark Rydell;1981;109;12;2023-02-13 16:00;7.0
4310;Airplane!;Comedy;Jim Abrahams;1980;88;0;2023-02-13 13:30;7.5
4311;The Color Purple;Drama;Steven Spielberg;1985;154;0;2023-02-13 10:00;7.0
4312;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-02-12 20:30;8.5
4313;Aguirre, der Zorn Gottes;Action;Werner Herzog;1972;95;12;2023-02-12 18:00;8.5
4314;Kagemusha;Drama;Akira Kurosawa;1980;180;0;2023-02-12 14:00;7.5
4315;Catch Me If You Can;Biography;Steven Spielberg;2002;141;12;2023-02-12 10:30;8.5
4316;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2023-02-11 16:00;6.5
4317;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2023-02-11 13:00;8.0
4318;Mimi wo sumaseba;Animation;Yoshifumi Kondô;1995;111;0;2023-02-11 10:30;8.0
4319;The Naked Gun: From the Files of Police Squad!;Comedy;David Zucker;1988;85;0;2023-02-10 10:00;7.5
4320;Kôkaku Kidôtai;Animation;Mamoru Oshii;1995;83;12;2023-02-09 14:30;7.0
4321;Kôkaku Kidôtai;Animation;Mamoru Oshii;1995;83;12;2023-02-09 12:30;8.5
4322;Airplane!;Comedy;Jim Abrahams;1980;88;0;2023-02-09 10:00;6.5
4323;Airplane!;Comedy;Jim Abrahams;1980;88;0;2023-02-08 15:30;6.5
4324;Dirty Harry;Action;Don Siegel;1971;102;12;2023-02-08 13:00;7.0
4325;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;2023-02-08 10:30;8.0
4326;Happiness;Comedy;Todd Solondz;1998;134;12;2023-02-07 16:00;7.0
4327;Blue Velvet;Drama;David Lynch;1986;120;12;2023-02-07 13:00;7.5
4328;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;2023-02-07 10:30;7.0
4329;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2023-02-06 10:00;7.0
4330;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-02-05 20:00;9.5
4331;Dirty Harry;Action;Don Siegel;1971;102;12;2023-02-05 17:30;8.5
4332;My Fair Lady;Drama;George Cukor;1964;170;0;2023-02-05 13:30;6.5
4333;Jurassic Park;Action;Steven Spielberg;1993;127;12;2023-02-05 10:30;7.5
4334;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;2023-02-04 16:00;7.0
4335;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2023-02-04 13:00;8.5
4336;Blue Velvet;Drama;David Lynch;1986;120;12;2023-02-04 10:00;6.5
4337;Happiness;Comedy;Todd Solondz;1998;134;12;2023-02-03 14:00;7.5
4338;My Fair Lady;Drama;George Cukor;1964;170;0;2023-02-03 10:30;7.0
4339;The Naked Gun: From the Files of Police Squad!;Comedy;David Zucker;1988;85;0;2023-02-02 10:00;8.0
4340;Misery;Drama;Rob Reiner;1990;107;16;2023-02-01 13:30;7.0
4341;Jurassic Park;Action;Steven Spielberg;1993;127;12;2023-02-01 10:30;8.0
4342;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2023-01-31 10:30;8.0
4343;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2023-01-30 15:30;6.5
4344;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2023-01-30 13:00;6.5
4345;His Girl Friday;Comedy;Howard Hawks;1940;92;12;2023-01-30 10:30;6.5
4346;Mimi wo sumaseba;Animation;Yoshifumi Kondô;1995;111;0;2023-01-29 17:30;6.5
4347;On Golden Pond;Drama;Mark Rydell;1981;109;12;2023-01-29 15:00;7.0
4348;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;2023-01-29 12:30;8.0
4349;Mimi wo sumaseba;Animation;Yoshifumi Kondô;1995;111;0;2023-01-29 10:00;8.0
4350;Catch Me If You Can;Biography;Steven Spielberg;2002;141;12;2023-01-28 15:00;7.5
4351;Misery;Drama;Rob Reiner;1990;107;16;2023-01-28 12:30;6.5
4352;On Golden Pond;Drama;Mark Rydell;1981;109;12;2023-01-28 10:00;8.5
4353;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2023-01-27 15:30;7.5
4354;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;2023-01-27 12:30;8.0
4355;Willy Wonka & the Chocolate Factory;Family;Mel Stuart;1971;100;0;2023-01-27 10:00;7.5
4356;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-01-26 15:00;7.5
4357;Airplane!;Comedy;Jim Abrahams;1980;88;0;2023-01-26 13:00;7.0
4358;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2023-01-26 10:30;8.5
4359;The Elephant Man;Biography;David Lynch;1980;124;12;2023-01-25 12:30;7.5
4360;Kôkaku Kidôtai;Animation;Mamoru Oshii;1995;83;12;2023-01-25 10:00;8.0
4361;2001: A Space Odyssey;Adventure;Stanley Kubrick;1968;149;0;2023-01-24 13:30;7.5
4362;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;2023-01-24 10:30;7.5
4363;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-01-23 15:30;8.5
4364;On Golden Pond;Drama;Mark Rydell;1981;109;12;2023-01-23 13:00;8.5
4365;Dirty Harry;Action;Don Siegel;1971;102;12;2023-01-23 10:30;8.0
4366;Misery;Drama;Rob Reiner;1990;107;16;2023-01-22 19:00;10.0
4367;Kôkaku Kidôtai;Animation;Mamoru Oshii;1995;83;12;2023-01-22 16:30;7.5
4368;Jurassic Park;Action;Steven Spielberg;1993;127;12;2023-01-22 13:30;7.0
4369;Naked;Comedy;Mike Leigh;1993;132;12;2023-01-22 10:30;7.0
4370;2001: A Space Odyssey;Adventure;Stanley Kubrick;1968;149;0;2023-01-21 18:00;9.5
4371;Mimi wo sumaseba;Animation;Yoshifumi Kondô;1995;111;0;2023-01-21 15:30;8.5
4372;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2023-01-21 12:30;8.5
4373;Cowboy Bebop: Tengoku no tobira;Animation;Shin'ichirô Watanabe;2001;115;0;2023-01-21 10:00;6.5
4374;Dirty Harry;Action;Don Siegel;1971;102;12;2023-01-20 13:00;7.0
4375;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2023-01-20 10:30;8.5
4376;The Naked Gun: From the Files of Police Squad!;Comedy;David Zucker;1988;85;0;2023-01-19 14:30;8.0
4377;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;2023-01-19 10:30;6.5
4378;The Naked Gun: From the Files of Police Squad!;Comedy;David Zucker;1988;85;0;2023-01-18 16:30;8.0
4379;Happiness;Comedy;Todd Solondz;1998;134;12;2023-01-18 13:30;8.0
4380;2001: A Space Odyssey;Adventure;Stanley Kubrick;1968;149;0;2023-01-18 10:00;7.5
4381;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2023-01-17 13:00;8.0
4382;His Girl Friday;Comedy;Howard Hawks;1940;92;12;2023-01-17 10:30;7.5
4383;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2023-01-16 10:30;6.5
4384;The Remains of the Day;Drama;James Ivory;1993;134;0;2023-01-15 16:00;8.5
4385;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2023-01-15 13:30;6.5
4386;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2023-01-15 10:30;8.5
4387;Happiness;Comedy;Todd Solondz;1998;134;12;2023-01-14 16:00;8.0
4388;Happiness;Comedy;Todd Solondz;1998;134;12;2023-01-14 13:00;7.0
4389;Casablanca;Drama;Michael Curtiz;1942;102;0;2023-01-14 10:30;8.5
4390;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2023-01-13 10:00;8.5
4391;The Remains of the Day;Drama;James Ivory;1993;134;0;2023-01-12 10:30;8.5
4392;The Truman Show;Comedy;Peter Weir;1998;103;0;2023-01-11 13:30;8.0
4393;Happiness;Comedy;Todd Solondz;1998;134;12;2023-01-11 10:30;8.0
4394;Shichinin no samurai;Action;Akira Kurosawa;1954;207;0;2023-01-10 15:30;7.5
4395;Jurassic Park;Action;Steven Spielberg;1993;127;12;2023-01-10 12:30;7.5
4396;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2023-01-10 10:00;8.5
4397;Jurassic Park;Action;Steven Spielberg;1993;127;12;2023-01-09 10:30;7.0
4398;The Elephant Man;Biography;David Lynch;1980;124;12;2023-01-08 18:30;10.0
4399;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2023-01-08 16:00;8.0
4400;Rupan sansei: Kariosutoro no shiro;Animation;Hayao Miyazaki;1979;100;0;2023-01-08 13:30;8.0
4401;Jurassic Park;Action;Steven Spielberg;1993;127;12;2023-01-08 10:30;8.5
4402;Naked;Comedy;Mike Leigh;1993;132;12;2023-01-07 18:30;9.0
4403;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2023-01-07 16:00;7.5
4404;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2023-01-07 13:00;8.0
4405;25th Hour;Drama;Spike Lee;2002;135;16;2023-01-07 10:00;7.5
4406;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2023-01-06 13:00;7.5
4407;Twelve Monkeys;Mystery;Terry Gilliam;1995;129;12;2023-01-06 10:00;8.0
4408;Majo no takkyûbin;Animation;Hayao Miyazaki;1989;103;0;2023-01-05 10:30;6.5
4409;Rupan sansei: Kariosutoro no shiro;Animation;Hayao Miyazaki;1979;100;0;2023-01-04 15:30;6.5
4410;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2023-01-04 13:00;6.5
4411;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2023-01-04 10:30;7.0
4412;Monty Python and the Holy Grail;Adventure;Terry Gilliam;1975;91;6;2023-01-03 16:30;8.5
4413;Boyz n the Hood;Crime;John Singleton;1991;112;12;2023-01-03 13:30;8.0
4414;The Elephant Man;Biography;David Lynch;1980;124;12;2023-01-03 10:30;8.0
4415;Smultronstället;Drama;Ingmar Bergman;1957;91;0;2023-01-02 12:30;7.0
4416;Fa yeung nin wah;Drama;Kar-Wai Wong;2000;98;0;2023-01-02 10:00;7.5
4417;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2023-01-01 18:30;9.5
4418;Escape from Alcatraz;Action;Don Siegel;1979;112;12;2023-01-01 15:30;8.5
4419;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2023-01-01 13:00;7.0
4420;The Elephant Man;Biography;David Lynch;1980;124;12;2023-01-01 10:00;6.5
4421;The Remains of the Day;Drama;James Ivory;1993;134;0;2022-12-31 18:30;8.5
4422;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2022-12-31 15:30;7.5
4423;Enter the Dragon;Action;Robert Clouse;1973;102;12;2022-12-31 13:00;6.5
4424;The Breakfast Club;Comedy;John Hughes;1985;97;12;2022-12-31 10:30;8.5
4425;Yeopgijeogin geunyeo;Comedy;Jae-young Kwak;2001;137;12;2022-12-30 16:00;7.5
4426;Tenkû no shiro Rapyuta;Animation;Hayao Miyazaki;1986;125;0;2022-12-30 13:00;8.0
4427;Yeopgijeogin geunyeo;Comedy;Jae-young Kwak;2001;137;12;2022-12-30 10:00;7.5
4428;The Elephant Man;Biography;David Lynch;1980;124;12;2022-12-29 17:30;8.0
4429;The Breakfast Club;Comedy;John Hughes;1985;97;12;2022-12-29 15:00;7.0
4430;Ben-Hur;Adventure;William Wyler;1959;212;0;2022-12-29 10:30;8.0
4431;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2022-12-28 15:30;6.5
4432;Paper Moon;Comedy;Peter Bogdanovich;1973;102;0;2022-12-28 13:00;8.5
4433;Boyz n the Hood;Crime;John Singleton;1991;112;12;2022-12-28 10:30;7.0
4434;Yeopgijeogin geunyeo;Comedy;Jae-young Kwak;2001;137;12;2022-12-27 12:30;7.0
4435;Smultronstället;Drama;Ingmar Bergman;1957;91;0;2022-12-27 10:00;8.5
4436;Naked;Comedy;Mike Leigh;1993;132;12;2022-12-26 10:30;6.5
4437;The Truman Show;Comedy;Peter Weir;1998;103;0;2022-12-25 15:00;7.0
4438;Smultronstället;Drama;Ingmar Bergman;1957;91;0;2022-12-25 12:30;6.5
4439;The Invisible Man;Horror;James Whale;1933;71;12;2022-12-25 10:30;7.0
4440;Naked;Comedy;Mike Leigh;1993;132;12;2022-12-24 18:30;8.5
4441;The Truman Show;Comedy;Peter Weir;1998;103;0;2022-12-24 16:00;8.0
4442;A Little Princess;Drama;Alfonso Cuarón;1995;97;0;2022-12-24 13:30;7.0
4443;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;2022-12-24 10:30;8.5
4444;The Invisible Man;Horror;James Whale;1933;71;12;2022-12-23 12:30;8.0
4445;Casablanca;Drama;Michael Curtiz;1942;102;0;2022-12-23 10:00;8.5
4446;The Elephant Man;Biography;David Lynch;1980;124;12;2022-12-22 10:00;8.0
4447;The Elephant Man;Biography;David Lynch;1980;124;12;2022-12-21 12:00;7.0
4448;The Invisible Man;Horror;James Whale;1933;71;12;2022-12-21 10:00;7.0
4449;Delicatessen;Comedy;Marc Caro;1991;99;16;2022-12-20 10:00;7.5
4450;Yeopgijeogin geunyeo;Comedy;Jae-young Kwak;2001;137;12;2022-12-19 12:30;8.0
4451;Predator;Action;John McTiernan;1987;107;12;2022-12-19 10:00;7.5
4452;From Here to Eternity;Drama;Fred Zinnemann;1953;118;12;2022-12-18 18:30;10.0
